# Kalmasoft Databases
# Database of Arabic words of Ethiopic origin
# References: www.kalmasoft.com/KLEX/dbamara.htm
# Resources: Lexical Data Repository of the Ge'ez Frontier Foundation https://github.com/geezorg/data/tree/master/amharic; HornMorpho is part of the L3 Project http://www.cs.indiana.edu/~gasser/Research/projects.html; Carl W. Isenberg, Grammar of the Amharic Language
# Related works: www.kalmasoft.com/KLEX/dcamhara.htm, www.kalmasoft.com/KLEX/dbsyriac.htm
# Availability: https://github.com/Kalmasoft/Databases/blob/main/Amharic/KDBAMARA
# Terminology: www.kalmasoft.com/adevtool.htm
# Tools: Amharic Verb Conjugation generator www.kalmasoft.com/KMAPS/eamrconj.htm
# Created: 3/1/2021 8:38 AM
# Updated: 2/12/2024 1:10 PM
# Encoding: UTF8
# Delimiter: TAB
# Total entries: 3,670+
# Copyright ©1999-2021 Kalmasoft www.kalmasoft.com
# Contact: info@kalmasoft.com
# ================================================================================================
# Licensed under Creative Commons Attribution-ShareAlike 4.0 International license.
# This is a work in progress, not completed, any citations for academic purposes should include the date when the file was downloaded.
# ================================================================================================
# Attributes:
#	ID: 5 digits identification number, [A######]
#	Amharic: Amharic entry
#	AMIPA: Reading for Amharic (International Phonetic Alphabet)
#	ARIPA: Reading for Arabic (International Phonetic Alphabet)
#	Arabic: Arabic parallel word
#	AMClass/ARClass: Amharic/Arabic grammatical class
#		A: Adjective
#		D: Adverb
#		I: Infinitive (Amharic infinitive, Arabic Mimatic infinitive)
#		G: Gerund (Amharic gerund)
#		M: Masdar (Arabic infinitive)
#		N: Noun
#		NT: Arabic Temporal noun
#		NL: Arabic Locative noun
#		Ncol [iso]: Regional colloquial Arabic Noun, ISO3166-3 Alpha-2 country code, common to all Arab countries otherwise
#		R: Particle
#		P: Participle (Amharic and Arabic active participle)
#		Vcol [iso]: Regional colloquial Arabic Verb, ISO3166-3 Alpha-2 country code, common to all Arab countries otherwise
#		VI: Verb imperfective (Amharic contingent, Arabic imperfective)
#		VC: Verb compound imperfective (Amharic compound imperfective, Arabic emphatic imperfective)
#		VJ: Verb jussive
#		VM: Verb imperative
#		VP: Verb perfective
#	AMSubclass/ARSubclass: Amharic/Arabic entry grammatical subclass
#		CON: Conjunction
#		PRP: Preposition
#		SNG: Singular
#		PLR: Plural
#		ACC: Accusative case
#		NOM: Nominative case
#		DAT: Dative case
#		GEN: Genitive case
#		IND: Indicative mood
#		SUB: Subjunctive mood
#	AMDomain/ARDomain: Amharic/Arabic entry semantic domain
#		ANAT: Anatomy
#		ANIM: Animate
#		DMST: Domestic
#		DATE: Date
#		LANG: Language specific
#		NAME: Named entity
#		NUMB: Number
#		PLNT: Plant
#		RLGN: Religion
#	Category: Arabic entry usage category
#		ARC: Amharic archaic entry
#		FFM: full form morphology
#		NUS: not used in Arabic
#		SSH: semantically shifted in Arabic
#	RootAM: Amharic theoretical root
#	RootAR: Arabic root
#	Gloss: English meaning of the Amharic entry
# ================================================================================================
ID	Amharic	AMIPA	ARIPA	Arabic	AMClass	ARClass	AMSubclass	ARSubclass	AMDomain	ARDomain	Category	RootAM	RootAR	Gloss
A00986	ምሮ	/mɨro/	/rahmun/	رَحْمٌ	G	M						ማህረ	رحم	have mercy, forgive
A00987	ይማር	/jɨmaːr/	/marhamː/	مَرْحِم	VI	VI						ማህረ	رحم	have mercy, forgive
A00988	ማርከስ	/maːrɨkɛs/	/marχasˤ/	مَرْخَص	I								رخص	be cheap
A00989	ረከሰ	/rɛkɛsɛ/	/raχasˤa/	رَخَصَ	VP	VP							رخص	be cheap
A00990	ረክሶ	/rɛkɨso/	/raχsˤun/	رَخْصٌ	G	M							رخص	be cheap
A00991	ርካሽ	/rɨkaʃ/	/raχsˤ/	رَخْص	P	P							رخص	be cheap
A00992	ርካሽ	/rɨkaʃ/	/raχiːsˤ/	رَخِيص	A	A							رخص	low-priced, cut-rate, economical,
A00993	ይረከሳል	/jɨrɛkɛsal/	/jarχisˤanna/	يَرْخِصَنَّ	VC	VC							رخص	be cheap
A00994	ይርከስ	/jɨrɨkɛs/	/jarχisˤ/	يَرْخِص	VI	VI							رخص	be cheap
A00995	ረድፍ	/rɛdɨf/	/radiːf/	رَدِيف	N	N							ردف	stand in line, wait in line, row
A00996	ርዝራዥ	/rɨzɨraːʒ/	/rizraːz/	رِزْراز	N	N							رزرز	scraps, remnants
A00997	ርዝቅ	/rɨzɨkʼ/	/rizq/	رِزْق	N	N	SNG	SNG	RLGN	RLGN			رزق	reward, profusion (God given)
A00998	መርዘም	/mɛrɨzɛm/	/marzam/	مَرْزَم	I								رزم	be long, tall
A00999	ረዘመ	/rɛzɛmɛ/	/razama/	رَزَمَ	VP	VP							رزم	be long, tall
A01000	ረዝሞ	/rɛzɨmo/	/razmun/	رَزْمٌ	G	M							رزم	be long, tall
A01001	ረዝሞ	/rɛzɨmo/	/razmun/	رَزْمٌ	G	M							رزم	be long, tall
A01002	ይርዘም	/jɨrɨzɛm/	/jarzim/	يَرْزِم	VI	VI							رزم	be long, tall
A01003	ረጪ	/rɛtʃ/	/raːʃiħ/	رَاشِح	P	P						ረጨህ	رشح	sprinkle
A01004	ረጭቶ	/rɛtʃɨto/	/raʃħun/	رَشْحٌ	G	M						ረጨህ	رشح	sprinkle
A01005	መርጨት	/mɛrɨtʃɛt/	/maraʃ/	مَرَش	I							ረጨህ	رشش	sprinkle
A01006	ረሽ	/rɛʃ/	/raʃ/	رَش	N	N							رشش	blast pistol
A01007	ረጭቶ	/rɛtʃɨto/	/raʃʃatun/	رَشَّةٌ	G	M							رشش	sprinkle
A01008	ራሺ	/raːʃ/	/raːʃ/	رَاشّ	P	P						ራህሰ	رشش	soak, be wet
A01009	ርሶ	/rɨso/	/raʃʃun/	رَشٌّ	G	M						ራህሰ	رشش	soak, be wet
A01010	ይረጫል	/jɨrɛtʃal/	/jarʃiʃanna/	يَرْشِشَنَّ	VC	VC						ረጨህ	رشش	sprinkle
A01011	ይርሳል	/jɨrɨsal/	/jarʃiʃanna/	يَرْشِشَنَّ	VC	VC						ራህሰ	رشش	soak, be wet
A01012	ላሸቀ	/laːʃɛkʼɛ/	/raʃaqa/	رَشَقَ	VP	VP						ላህሸቀ	رشق	be too moist (grain)
A01013	ላሻቂ	/laːʃakʼ/	/raːʃiq/	رَاشِق	P	P						ላህሸቀ	رشق	be too moist (grain)
A01014	ላሽቆ	/laːʃɨkʼo/	/raʃqun/	رَشْقٌ	G	M						ላህሸቀ	رشق	be too moist (grain)
A01015	መላሸቅ	/mɛlaːʃɛkʼ/	/marʃaq/	مَرْشَق	I							ላህሸቀ	رشق	be too moist (grain)
A01016	ይላሽቃል	/jɨlaːʃɨkʼal/	/jarʃiqanna/	يَرْشِقَنَّ	VC	VC						ላህሸቀ	رشق	be too moist (grain)
A01017	ይላሽቅ	/jɨlaːʃɨkʼ/	/jarʃaq/	يَرْشَق	VI	VI						ላህሸቀ	رشق	be too moist (grain)
A01018	መርጠብ	/mɛrɨtˤɛb/	/martˤab/	مَرْطَب	I								رطب	be wet
A01019	ረጠበ	/rɛtˤɛbɛ/	/ratˤaba/	رَطَبَ	VP	VP							رطب	be wet
A01020	ረጠ፟በ	/rɛttˤɛbɛ/	/ratˤtˤaba/	رَطَّبَ	VP	VP							رطب	be wet
A01021	ረጣቢ	/rɛtˤab/	/ratˤtˤaːb/	رَطَّاب	P	P							رطب	be wet
A01022	ረጥቦ	/rɛtˤɨbo/	/ratˤbun/	رَطْبٌ	G	M							رطب	be wet
A01023	ረጥቦ	/rɛtˤɨbo/	/ratˤbun/	رَطْبٌ	G	M							رطب	be wet
A01024	ርጥብ	/rɨtˤɨb/	/raːtˤib/	رَاطِب	P	P							رطب	be wet
A01025	እርጠብ	/ʔɨrɨtˤɛb/	/ratˤtˤib/	رَطِّب	VM	VM							رطب	be wet
A01026	እርጠብ	/ʔɨrɨtˤɛb/	/irtˤib/	إرْطِب	VM	VM							رطب	be wet
A01027	እርጥበት	/ʔɨrɨtˤɨbɛt/	/rutˤuːba/	رُطُوبَة	N	N							رطب	wetness, humidity
A01028	እርጥብ	/ʔɨrɨtˤɨb/	/ratˤib/	رَطِب	A	A							رطب	damp, clammy, dewy
A01029	ይረጥባል	/jɨrɛtˤɨbal/	/jartˤibanna/	يَرْطِبَنَّ	VC	VC							رطب	be wet
A01030	ይረጥብ	/jɨrɛtˤɨb/	/jaratˤtˤib/	يَرَطِّب	VI	VI							رطب	be wet
A01031	ይርጠብ	/jɨrɨtˤɛb/	/jartˤib/	يَرْطِب	VI	VI							رطب	be wet
A01032	ትሩፋት	/tɨrufat/	/tirifaːd/	تِرِفَاد	N	N							رفد	donation, assistance, aid
A01033	ረፈጠ	/rɛfɛtˤɛ/	/rafadˤa/	رَفَضَ	VP	VP						ረፈ፟ጠ	رفض	discharge from army
A01034	ርፍጥ	/rɨfɨtˤ/	/raːfidˤ/	رَافِض	P	P						ረፈ፟ጠ	رفض	discharge from army
A01035	መርፌ	/mɛrɨfe/	/marfaː/	مَرْفَى	N	N			DMST	DMST			رفو	pine needle, sewing needle, hypodermic, vaccination
A01036	መረገጫ	/mɛrɛgɛtʃa/	/marqasˤ/	مَرْقَص	N	N							رقص	toehold, footing,
A01037	መራገጫ	/mɛraːgɛtʃa/	/marqasˤ/	مَرْقَص	N	N							رقص	playing field, play area
A01038	ማርቀቅ	/maːrɨkʼɛkʼ/	/marqaq/	مَرْقَق	I								رقق	be fine, thin
A01039	ረቀቀ	/rɛkʼɛkʼɛ/	/raqaqa/	رَقَقَ	VP	VP							رقق	be fine, thin
A01040	ረቂቅ	/rɛkʼikʼ/	/raqiːq/	رَقِيق	P	P							رقق	be fine, thin
A01041	ረቆ	/rɛkʼo/	/raqqun/	رَقٌّ	G	M							رقق	be fine, thin
A01042	ረቆ	/rɛkʼo/	/raqqun/	رَقٌّ	G	M							رقق	be fine, thin
A01043	ይረቅቃል	/jɨrɛkʼɨkʼal/	/jarqiqanna/	يَرْقِقَنَّ	VC	VC							رقق	be fine, thin
A01044	ይርቀቅ	/jɨrɨkʼɛkʼ/	/jarqiq/	يَرْقِق	VI	VI							رقق	be fine, thin
A01045	መርከብ	/mɛrɨkɛb/	/markib/	مَرْكِب	N	N			DMST	DMST			ركب	ship
A01046	ርካብ	/rɨkab/	/rikaːb/	رِكَاب	N	N			DMST	DMST			ركب	footrest, supporter
A01047	ተረከ፟በ	/tɛrɛkkɛbɛ/	/rakkaba/	رَكَّبَ	VP	VP							ركب	take over
A01048	ተረካ፟ቢ	/tɛrɛkkab/	/rakkaːb/	رَكَّاب	P	P							ركب	take over
A01049	ተረክቦ	/tɛrɛkɨbo/	/tarakkubun/	تَرَكُّبٌ	G	M							ركب	take over
A01050	እርካብ	/ʔɨrɨkab/	/rikaːb/	رِكَاب	N	N			DMST	DMST			ركب	supporter of a rider's feet, stirrup
A01051	ይረ፟ከ፟ብ	/jɨrrɛkkɛb/	/jarakkib/	يَرَكِّب	VI	VI							ركب	take over
A01052	መመርኮዝ	/mɛmɛrɨkoz/	/markaz/	مَرْكَز	I							*መረኮዘ	ركز	lean, be biased
A01053	ምርቅዝ	/mɨrɨkʼɨz/	/markaz/	مَرْكَز	N	N	SNG	SNG	ANAT	ANAT			ركز	abscess
A01054	ምርኩዝ	/mɨrɨkuz/	/mirkaz/	مِرْكَز	N	N			DMST	DMST			ركز	supporting, walking-stick, rod, cane
A01055	ተመረኮዘ	/tɛmɛrɛkozɛ/	/tamarkaza/	تَمَرْكَزَ	VP	VP						*መረኮዘ	ركز	lean, be biased
A01056	ተመርኩዞ	/tɛmɛrɨkuzo/	/tamarkuzun/	تَمَرْكُزٌ	G	M						*መረኮዘ	ركز	lean, be biased
A01057	ይመረኮዛል	/jɨmɛrɛkozal/	/jarkizanna/	يَرْكِزَنَّ	VC	VC						*መረኮዘ	ركز	lean, be biased
A01058	ይመርኮዝ	/jɨmɛrɨkoz/	/jamarkiz/	يَمَرْكِز	VI	VI						*መረኮዘ	ركز	lean, be biased
A01059	ለቀቀ	/lɛkʼɛkʼɛ/	/rakaka/	رَكَك	VP	VP							ركك	let go, abandon, relax
A01060	ለቃቂ	/lɛkʼakʼ/	/rakkaːk/	رَكَّاك	P	P							ركك	let go, abandon, relax
A01061	ለቆ	/lɛkʼo/	/rakkun/	رَكٌّ	G	M							ركك	let go, abandon, relax
A01062	ይለቅቃል	/jɨlɛkʼɨkʼal/	/jarkikanna/	يَرْكِكَنَّ	VC	VC							ركك	let go, abandon, relax
A01063	ልቃሚ	/lɨkʼam/	/rukaːm/	رُكام	N	N						*ጠራቀመ	ركم	trash, leftovers
A01064	ማጠራቀም	/maːtˤɛraːkʼɛm/	/markam/	مَرْكَم	I							*ጠራቀመ	ركم	amass, collect
A01065	ተጠራቀመ	/tɛtˤɛraːkʼɛmɛ/	/taraːkama/	تَرَاكَمَ	VP	VP						*ጠራቀመ	ركم	amass, collect
A01066	አጠራቃሚ	/ʔɛtˤɛraːkʼami/	/rakkaːm/	رَكَّام	P	P						*ጠራቀመ	ركم	amass, collect
A01067	አጠራቅሞ	/ʔɛtˤɛraːkʼɨmo/	/taraːkumun/	تَرَاكُمٌ	G	M						*ጠራቀመ	ركم	amass, collect
A01068	አጠራቅሞ	/ʔɛtˤɛraːkʼɨmo/	/taraːkumun/	تَرَاكُمٌ	G	M						*ጠራቀመ	ركم	amass, collect
A01069	ያጠራቅማል	/jatˤɛraːkʼɨmaːl/	/jarkimanna/	يَرْكِمَنَّ	VC	VC						*ጠራቀመ	ركم	amass, collect
A01070	ያጠራቅም	/jatˤɛraːkʼɨm/	/jataraːkam/	يَتَراكَم	VI	VI						*ጠራቀመ	ركم	amass, collect
A01071	ጥርቃሚ	/tˤɨrɨkʼam/	/rikaːm/	رِكَام	N	N						*ጠራቀመ	ركم	the rabble; people of the lowest class
A01072	ጥርቃሞ	/tˤɨrɨkʼamo/	/rikaːm/	رِكَام	N	N						*ጠራቀመ	ركم	rubbish, useless
A01073	መሪ	/mɛr/	/raːmiħ/	رَامِح	P	P						መራህ	رمح	lead, guide
A01074	መራ	/mɛraː/	/ramaħa/	رَمَحَ	VP	VP						መራህ	رمح	lead, guide
A01075	መርቶ	/mɛrɨto/	/ramħun/	رَمْحٌ	G	M						መራህ	رمح	lead, guide
A01076	ይመራል	/jɨmɛraːl/	/jarmiħanna/	يَرْمِحَنَّ	VC	VC						መራህ	رمح	lead, guide
A01077	ይምራ	/jɨmɨraː/	/jarmaħ/	يَرْمَح	VI	VI						መራህ	رمح	lead, guide
A01078	ማርመድ	/maːrɨmɛd/	/marmad/	مَرْمَد	I							*ረመደ	رمد	dip (powder)
A01079	አረመደ	/ʔɛrɛmɛdɛ/	/ʔrmada/	أَرْمَدَ	VP	VP						*ረመደ	رمد	dip (powder)
A01080	አርማጅ	/ʔɛrɨmaːdʒ/	/rammaːd/	رَمَّاد	P	P						*ረመደ	رمد	dip (powder)
A01081	አርምዶ	/ʔɛrɨmɨdo/	/ramdun/	رَمْدٌ	G	M						*ረመደ	رمد	dip (powder)
A01082	ያረምዳል	/jarɛmɨdal/	/jarmidanna/	يَرْمِدَنَّ	VC	VC						*ረመደ	رمد	dip (powder)
A01083	ያርምድ	/jarɨmɨd/	/jarmiˤd/	يَرْمِض	VI	VI						*ረመደ	رمد	dip (powder)
A01084	መተራመስ	/mɛtɛraːmɛs/	/marmas/	مَرْمَس	I								رمس	mix together
A01085	ረመሰ	/rɛmɛsɛ/	/ramasa/	رَمَسَ	VP	VP							رمس	mix together
A01086	ተተራማሽ	/tɛtɛraːmaːʃ/	/tarmaːs/	تَرْمَاس	P	P							رمس	mix together
A01087	ተተራምሶ	/tɛtɛraːmɨso/	/tarmasun/	تَرْمَسٌ	G	M							رمس	mix together
A01088	ይተራመሳል	/jɨtɛraːmɛsal/	/jarmisanna/	يَرْمِسَنَّ	VC	VC							رمس	mix together
A01089	ይተራመስ	/jɨtɛraːmɛs/	/jarmis/	يَرْمِس	VI	VI							رمس	mix together
A01090	አረመደ	/ʔɛrɛmɛdɛ/	/ʔrmaˤda/	أَرْمَضَ	VP	VP						*ረመደ	رمض	dip (powder)
A01091	አርማጅ	/ʔɛrɨmaːdʒ/	/rammaːˤd/	رَمَّاض	P	P						*ረመደ	رمض	dip (powder)
A01092	አርምዶ	/ʔɛrɨmɨdo/	/ramdˤun/	رَمْضٌ	G	M						*ረመደ	رمض	dip (powder)
A01093	ያርምድ	/jarɨmɨd/	/jarmid/	يَرْمِد	VI	VI						*ረመደ	رمض	dip (powder)
A01094	ላቀ	/laːkʼɛ/	/laħaqa/	رَهَقَ	VP	VP						ላህቀ	رهق	excel, surpass
A01095	ላቂ	/laːkʼ/	/raːhiq/	رَاهِق	P	P						ላህቀ	رهق	excel, surpass
A01096	ልቆ	/lɨkʼo/	/rahqun/	رَهْقٌ	G	M						ላህቀ	رهق	excel, surpass
A01097	መላቅ	/mɛlaːkʼ/	/marhaq/	مَرْهَق	I							ላህቀ	رهق	excel, surpass
A01098	መራቅ	/mɛraːkʼ/	/marhaq/	مَرْهَق	I							ራህቀ	رهق	be far
A01099	ራቀ	/raːkʼɛ/	/rahaqa/	رَهَقَ	VP	VP						ራህቀ	رهق	be far
A01100	ራቂ	/raːkʼ/	/raːhiq/	رَاهِق	P	P						ራህቀ	رهق	be far
A01101	ርቆ	/rɨkʼo/	/rahqun/	رَهْقٌ	G	M						ራህቀ	رهق	be far
A01102	ይላቅ	/jɨlaːkʼ/	/jalħaq/	يَرْهَق	VI	VI						ላህቀ	رهق	excel, surpass
A01103	ይልቃል	/jɨlɨkʼal/	/jarhiqanna/	يَرْهِقَنَّ	VC	VC						ላህቀ	رهق	excel, surpass
A01104	ይራቅ	/jɨraːkʼ/	/jarhaq/	يَرْهَق	VI	VI						ራህቀ	رهق	be far
A01105	ይርቃል	/jɨrɨkʼal/	/jarhiqanna/	يَرْهِقَنَّ	VC	VC						ራህቀ	رهق	be far
A01106	ሪሕ	/rih/	/riːħ/	رِيح	N	N			ANAT	ANAT			روح	rheumatoid arthritis
A01107	ያዳልጣል	/jadalɨtˤal/	/jazaħliqanna/	يَزَحْلِقَنَّ	VC	VC						ደህለጠ	زحلق	slip, slide
A01108	መዘርዘር	/mɛzɛrɨzɛr/	/mazarzar/	مَزَرْزَر	I								زرزر	list, describe in details
A01109	ዘረዘረ	/zɛrɛzɛrɛ/	/zarzara/	زَرْزَرَ	VP	VP							زرزر	list, describe in details
A01110	ዘርዛሪ	/zɛrɨzari/	/zarzaːr/	زَرْزَار	P	P							زرزر	list, describe in details
A01111	ዘርዝሮ	/zɛrɨzɨro/	/zarzaratun/	زَرْزَرَةٌ	G	M							زرزر	list, describe in details
A01112	ይዘረዝራል	/jɨzɛrɛzɨraːl/	/jazarziranna/	يَزَرْزِرَنَّ	VC	VC							زرزر	list, describe in details
A01113	መዝራት	/mɛzɨraːt/	/mazraʕ/	مَزْرَع	I							ዘራህ	زرع	sow
A01114	ዘሪ	/zɛr/	/zaːriʕ/	زَارِع	P	P						ዘራህ	زرع	sow
A01115	ዘራ	/zɛraː/	/zaraʕa/	زَرَعَ	VP	VP						ዘራህ	زرع	sow
A01116	ዘርቶ	/zɛrɨto/	/zarʕun/	زَرْعٌ	G	M						ዘራህ	زرع	sow
A01117	ይዘራል	/jɨzɛraːl/	/jazriʕanna/	يَزْرِعَنَّ	VC	VC						ዘራህ	زرع	sow
A01118	ይዝራ	/jɨzɨraː/	/jazraʕ/	يَزْرَع	VI	VI						ዘራህ	زرع	sow
A01119	ዛዛ	/zaza/	/zaʕzaʕa/	زَعْزَعَ	VP	VP							زعزع	be exhausted
A01120	ዣዠ	/ʒaʒɛ/	/zaʕzaʕa/	زَعْزَعَ	VP	VP							زعزع	become senile
A01121	ዣዥቶ	/ʒaʒɨto/	/zaʕzaʕatun/	زَعْزَعَةٌ	G	M						ዣህዠ፟ህ	زعزع	become senile
A01122	ይዛል	/jɨzal/	/jazaʕziʕ/	يَزَعْزِع	VI	VI							زعزع	be exhausted
A01123	መዛል	/mɛzal/	/mazʕal/	مَزْعَل	I							ዛህለ	زعل	be exhausted
A01124	ዛይ	/zaj/	/zaːʕil/	زَاعِل	P	P						ዛህለ	زعل	be exhausted
A01125	ዝሎ	/zɨlo/	/zaʕlun/	زَعْلٌ	G	M						ዛህለ	زعل	be exhausted
A01126	ይዝላል	/jɨzɨlaːl/	/jazʕilanna/	يَزْعِلَنَّ	VC	VC						ዛህለ	زعل	be exhausted
A01127	መዘክር	/mɛzɛkɨr/	/mazakr/	مَزَكْر	N	N						ዘከ፟ረ	زكر	building for displaying hospital, science, art objects
A01128	መዘክር	/mɛzɛkɨr/	/mazkar/	مَزْكَر	N	N						ዘከ፟ረ	زكر	place where important things are preserved
A01129	ዘከረ	/zɛkɛrɛ/	/zakara/	زَكَرَ	VP	VP						ዘከ፟ረ	زكر	commemorate
A01130	ዘካሪ	/zɛkar/	/zakkaːr/	زَكَّار	P	P						ዘከ፟ረ	زكر	commemorate
A01131	ዘክሮ	/zɛkɨro/	/zakrun/	زَكْرٌ	G	M						ዘከ፟ረ	زكر	commemorate
A01132	ይዘርዝር	/jɨzɛrɨzɨr/	/jazkir/	يَزْكِر	VI	VI						ዘከ፟ረ	زكر	commemorate
A01133	ይዘክራል	/jɨzɛkɨraːl/	/jazkiranna/	يَزْكِرَنَّ	VC	VC						ዘከ፟ረ	زكر	commemorate
A01134	ዘኬ	/zɛke/	/zakaːt/	زَكَاة	N	N	SNG	SNG	RLGN	RLGN	SSH		زكو	meal eaten at church after mass service
A01135	መዘልዘል	/mɛzɛlɨzɛl/	/mazalzal/	مَزَلْزَل	I								زلزل	cut meat into strips
A01136	ዘለዘለ	/zɛlɛzɛlɛ/	/zalzala/	زَلْزَلَ	VP	VP							زلزل	cut meat into strips
A01137	ዘለዘለ	/zɛlɛzɛlɛ/	/zalzala/	زَلْزَلَ	VP	VP							زلزل	cut meat into strips
A01138	ዘልዝሎ	/zɛlɨzɨlo/	/zalzalatun/	زَلْزَلَةٌ	G	M							زلزل	cut meat into strips
A01139	ይዘለዝላል	/jɨzɛlɛzɨlaːl/	/jazalzilanna/	يَزَلْزِلَنَّ	VC	VC							زلزل	cut meat into strips
A01140	ይዝለቅ	/jɨzɨlɛkʼ/	/jazalzil/	يَزَلْزِل	VI	VI							زلزل	cut meat into strips
A01141	መዝለቅ	/mɛzɨlɛkʼ/	/mazlaq/	مَزْلَق	I								زلق	pass out of sight
A01142	ዘለቀ	/zɛlɛkʼɛ/	/zalaqa/	زَلَقَ	VP	VP							زلق	pass out of sight
A01143	ዘላቂ	/zɛlaːkʼ/	/zallaːq/	زَلَّاق	P	P							زلق	pass out of sight
A01144	ዘልቆ	/zɛlɨkʼo/	/zalqun/	زَلْقٌ	G	M							زلق	pass out of sight
A01145	ዘልቆ	/zɛlɨkʼo/	/zalqun/	زَلْقٌ	G	M							زلق	pass out of sight
A01146	ዝልግልግ	/zɨlɨgɨlɨg/	/zaliq/	زَلِق	A	A							زلق	jellied, drawn out, semi-liquid
A01147	ይዘልቃል	/jɨzɛlɨkʼal/	/jazliqanna/	يَزْلِقَنَّ	VC	VC							زلق	pass out of sight
A01148	ይዝለል	/jɨzɨlɛl/	/jazliq/	يَزْلِق	VI	VI							زلق	pass out of sight
A01149	ዘለለ	/zɛlɛlɛ/	/zalla/	زَلَّ	VP	VP							زلل	leap, jump
A01150	ዘልሎ	/zɛlɨlo/	/zalun/	زَلٌ	G	M							زلل	leap, jump
A01151	መዘመር	/mɛzɛmɛr/	/mazmar/	مَزْمَر	I							ዘመ፟ረ	زمر	chant
A01152	ዘመረ	/zɛmɛrɛ/	/zammara/	زَمَّرَ	VP	VP						ዘመ፟ረ	زمر	chant
A01153	ዘመ፟ረ	/zɛmmɛrɛ/	/zammara/	زَمَّرَ	VP	VP							زمر	chant
A01154	ዘማሪ	/zɛmaːr/	/zammaːr/	زَمَّار	P	P						ዘመ፟ረ	زمر	chant
A01155	ዘማ፟ሪ	/zɛmmaːr/	/zammaːr/	زَمَّار	P	P							زمر	chant
A01156	ዘም፟ር	/zɛmmɨr/	/zammir/	زَمِّر	VM	VM							زمر	chant
A01157	ዘምሮ	/zɛmɨro/	/zamrun/	زَمْرٌ	G	M						ዘመ፟ረ	زمر	chant
A01158	ዘምሮ	/zɛmɨro/	/zamrun/	زَمْرٌ	G	M						ዘመ፟ረ	زمر	chant
A01159	ዘም፟ሮ	/zɛmmɨro/	/zamrun/	زَمْرٌ	G	M							زمر	chant
A01160	ይዘምራል	/jɨzɛmɨraːl/	/jazmiranna/	يَزْمِرَنَّ	VC	VC						ዘመ፟ረ	زمر	chant
A01161	ይዘም፟ር	/jɨzɛmmɨr/	/jazammir/	يَزَمِّر	VI	VI							زمر	chant
A01162	ይዝለፍ	/jɨzɨlɛf/	/jazmir/	يَزْمِر	VI	VI						ዘመ፟ረ	زمر	chant
A01163	ድመራ	/dɨmɛraː/	/zumra/	زُمْرَة	N	N	SNG	SNG					زمر	totaling
A01164	ዘመነ	/zɛmɛnɛ/	/zaman/	زَمَن	N	N							زمن	era
A01165	ዘመናዊ	/zɛmɛnawi/	/zamaniː/	زَمَنِي	A	A							زمن	contemporary, advanced
A01166	ዘመን	/zɛmɛn/	/zaman/	زَمَن	N	N							زمن	age
A01167	ዝናር	/zɨnar/	/zinaːr/	زِنَار	N	N							زنر	cartridge
A01168	ዘማ	/zɛmaː/	/zanaː/	زَنَا	VP	VP							زني	fornicate, commit adultery
A01169	ይዘምር	/jɨzɛmɨr/	/jazniː/	يَزْنِي	VI	VI							زني	fornicate, commit adultery
A01170	ዘውግ	/zɛwɨg/	/zawdʒ/	زَوْج	N	N							زوج	couple
A01171	መዘወር	/mɛzɛwɛr/	/mazuːar/	مَزْوَر	G	G						ዘወ፟ረ	زور	turn round
A01172	መዘወር	/mɛzɛwɛr/	/mazuːar/	مَزْوَر	I							ዘወ፟ረ	زور	turn round
A01173	መዘውር	/mɛzɛwɨr/	/mazawr/	مَزَوْر	N	N						ዘወ፟ረ	زور	grooved wheel(s) for ropes or chains, used for lifting things
A01174	መዞር	/mɛzor/	/mazaːr/	مَزَار	I								زور	turn, revolve
A01175	አዟሪ	/ʔɛzoar/	/ʔzuːar/	أزْوَر	N	N						ዘወ፟ረ	زور	person who travels around selling small things
A01176	ዘወረ	/zɛwɛrɛ/	/zawara/	زَوَرَ	VP	VP						ዘወ፟ረ	زور	turn round
A01177	ዘዋሪ	/zɛwar/	/zawwaːr/	زَوَّار	N	N						ዘወ፟ረ	زور	habitually wandering; person having no fixed living place
A01178	ዘዋሪ	/zɛwar/	/zawwaːr/	زَوَّار	P	P						ዘወ፟ረ	زور	turn round
A01179	ዘዋሪ	/zɛwar/	/zawwaːr/	زَوَّار	P	P							زور	turn, revolve
A01180	ዘውሮ	/zɛwɨro/	/zawrun/	زَوْرٌ	G	M						ዘወ፟ረ	زور	turn round
A01181	ዙር	/zur/	/zuːr/	زُور	N	N						ዘወ፟ረ	زور	round
A01182	ዙሮ	/zuro/	/zawrun/	زَوْرٌ	G	M							زور	revolve
A01183	ዛር	/zar/	/zaːr/	زَار	N	Ncol [sd]			DMST	DMST		ዘወ፟ረ	زور	an evil spirit that makes people yell or shout
A01184	ዞረ	/zorɛ/	/zawuːara/	زَوَّرَ	VP	VP							زور	revolve
A01185	ዞረ	/zorɛ/	/zawara/	زَوَرَ	VP	VP							زور	turn, revolve
A01186	ዞሮ	/zoro/	/zawrun/	زَوْرٌ	G	M							زور	turn, revolve
A01187	ዟሪ	/zoar/	/zawwaːr/	زَوَّار	P	P							زور	revolve
A01188	ይዘውራል	/jɨzɛwɨraːl/	/jazuːiranna/	يَزْوِرَنَّ	VC	VC						ዘወ፟ረ	زور	turn round
